img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X,Y,lon,lat,is_banana
Flora Pluas RGB_10_7600_0_11600_4000.png,1836.7015380859373,2766.869384765625,2119.567626953125,3081.42919921875,0.4715371727943421,Flora Pluas RGB,10,7600,0,11600,4000,1978.1345825195312,2924.1492919921875,9436.701538085938,2766.869384765625,9719.567626953123,3081.42919921875,9578.134582519531,2924.1492919921875,-79.54139777973971,-2.229446005199531,True
Flora Pluas RGB_10_7600_0_11600_4000.png,3010.55224609375,1853.113037109375,3314.316650390625,2190.522216796875,0.4428809583187103,Flora Pluas RGB,10,7600,0,11600,4000,3162.4344482421875,2021.817626953125,10610.55224609375,1853.113037109375,10914.316650390623,2190.522216796875,10762.434448242188,2021.817626953125,-79.54134297393816,-2.2293968339740555,True
Flora Pluas RGB_10_7600_0_11600_4000.png,49.98031997680664,3307.306396484375,398.911865234375,3697.2978515625,0.4356201589107513,Flora Pluas RGB,10,7600,0,11600,4000,224.4460926055908,3502.302124023437,7649.980319976807,3307.306396484375,7998.911865234375,3697.2978515625,7824.446092605591,3502.302124023437,-79.5414789351178,-2.229477510780421,True
Flora Pluas RGB_10_7600_0_11600_4000.png,582.5812377929688,2681.1337890625,908.3472290039062,2987.6123046875,0.4347926676273346,Flora Pluas RGB,10,7600,0,11600,4000,745.4642333984375,2834.373046875,8182.581237792969,2681.1337890625,8508.347229003906,2987.6123046875,8345.464233398438,2834.373046875,-79.54145482398036,-2.2294411129762364,True
Flora Pluas RGB_10_7600_0_11600_4000.png,2625.531005859375,3468.090576171875,2903.00048828125,3759.952392578125,0.391656905412674,Flora Pluas RGB,10,7600,0,11600,4000,2764.2657470703125,3614.021484375,10225.531005859377,3468.090576171875,10503.00048828125,3759.952392578125,10364.265747070312,3614.021484375,-79.54136139997655,-2.229483598761228,True
Flora Pluas RGB_10_7600_0_11600_4000.png,3741.2822265625,2388.033447265625,3982.96728515625,2659.35888671875,0.3249377012252808,Flora Pluas RGB,10,7600,0,11600,4000,3862.124755859375,2523.6961669921875,11341.2822265625,2388.033447265625,11582.96728515625,2659.35888671875,11462.124755859377,2523.6961669921875,-79.54131059439537,-2.229424183100557,True
Flora Pluas RGB_10_7600_0_11600_4000.png,313.39703369140625,3572.115478515625,547.1471557617189,3803.580078125,0.2912510633468628,Flora Pluas RGB,10,7600,0,11600,4000,430.27209472656256,3687.847778320313,7913.397033691406,3572.115478515625,8147.147155761719,3803.580078125,8030.272094726562,3687.847778320313,-79.54146941011544,-2.2294876218155952,True
Flora Pluas RGB_10_7600_0_11600_4000.png,3164.155517578125,2103.222900390625,3362.785888671875,2316.447021484375,0.2821817100048065,Flora Pluas RGB,10,7600,0,11600,4000,3263.470703125,2209.8349609375,10764.155517578123,2103.222900390625,10962.785888671877,2316.447021484375,10863.470703125,2209.8349609375,-79.5413382982871,-2.229407079699747,True
Flora Pluas RGB_10_7600_0_11600_4000.png,2849.51806640625,1685.35595703125,3120.5595703125,1929.706298828125,0.2174027264118194,Flora Pluas RGB,10,7600,0,11600,4000,2985.038818359375,1807.5311279296875,10449.51806640625,1685.35595703125,10720.5595703125,1929.706298828125,10585.038818359377,1807.5311279296875,-79.54135118326923,-2.229385156749186,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3480.92822265625,2759.728759765625,3843.67724609375,3164.90771484375,0.7647091150283813,Flora Pluas RGB,6,3800,3800,7800,7800,3662.302734375,2962.3182373046875,7280.92822265625,6559.728759765625,7643.67724609375,6964.90771484375,7462.302734375,6762.318237304688,-79.54149569401274,-2.2296551605222725,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3563.866943359375,971.1785888671876,3934.26904296875,1350.6171875,0.7439364194869995,Flora Pluas RGB,6,3800,3800,7800,7800,3749.067993164063,1160.8978881835938,7363.866943359375,4771.178588867188,7734.26904296875,5150.6171875,7549.0679931640625,4960.897888183594,-79.54149167878,-2.22955699479276,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,252.29234313964844,158.0866241455078,595.7407836914062,502.255615234375,0.7013294696807861,Flora Pluas RGB,6,3800,3800,7800,7800,424.01656341552734,330.1711196899413,4052.292343139648,3958.086624145508,4395.740783691406,4302.255615234375,4224.016563415526,4130.1711196899405,-79.54164555206339,-2.229511725569895,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,489.1815185546875,2110.88037109375,856.3751831054688,2484.386474609375,0.6829307675361633,Flora Pluas RGB,6,3800,3800,7800,7800,672.7783508300781,2297.6334228515625,4289.181518554688,5910.88037109375,4656.375183105469,6284.386474609375,4472.778350830078,6097.6334228515625,-79.54163404012326,-2.22961893950937,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,814.9281005859375,467.8309631347656,1141.8590087890625,824.5660400390625,0.6735790967941284,Flora Pluas RGB,6,3800,3800,7800,7800,978.3935546875,646.1985015869142,4614.928100585938,4267.830963134767,4941.859008789063,4624.566040039063,4778.3935546875,4446.198501586914,-79.54161989717964,-2.229528947013244,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,952.5881958007812,3325.033935546875,1252.8480224609375,3611.0537109375,0.6697701215744019,Flora Pluas RGB,6,3800,3800,7800,7800,1102.7181091308594,3468.0438232421875,4752.588195800781,7125.033935546875,5052.848022460938,7411.0537109375,4902.7181091308585,7268.0438232421875,-79.5416141438168,-2.229682719287833,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2706.74658203125,1183.1839599609375,3030.486328125,1511.686279296875,0.6679148077964783,Flora Pluas RGB,6,3800,3800,7800,7800,2868.616455078125,1347.4351196289062,6506.74658203125,4983.183959960938,6830.486328125,5311.686279296875,6668.616455078125,5147.435119628906,-79.54153242340364,-2.2295671598624582,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1071.8209228515625,3553.031494140625,1383.8375244140625,3879.377685546875,0.6559373140335083,Flora Pluas RGB,6,3800,3800,7800,7800,1227.8292236328125,3716.20458984375,4871.820922851562,7353.031494140625,5183.837524414063,7679.377685546875,5027.829223632813,7516.20458984375,-79.5416083540543,-2.229696242440662,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,28.97145652770996,1617.2572021484375,431.5719299316406,2044.8804931640625,0.6547563076019287,Flora Pluas RGB,6,3800,3800,7800,7800,230.2716932296753,1831.06884765625,3828.97145652771,5417.257202148438,4231.5719299316415,5844.880493164063,4030.2716932296753,5631.06884765625,-79.54165451798765,-2.229593514764995,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1343.496826171875,2961.96923828125,1678.3409423828125,3299.72998046875,0.6534861326217651,Flora Pluas RGB,6,3800,3800,7800,7800,1510.9188842773438,3130.849609375,5143.496826171875,6761.96923828125,5478.340942382813,7099.72998046875,5310.918884277344,6930.849609375,-79.54159525352446,-2.229664344389377,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2402.839599609375,2641.8955078125,2768.59912109375,3042.04931640625,0.6481598615646362,Flora Pluas RGB,6,3800,3800,7800,7800,2585.7193603515625,2841.972412109375,6202.839599609375,6441.8955078125,6568.59912109375,6842.04931640625,6385.7193603515625,6641.972412109375,-79.54154551502215,-2.229648602455062,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2392.648681640625,1850.99755859375,2793.247314453125,2222.994384765625,0.6450658440589905,Flora Pluas RGB,6,3800,3800,7800,7800,2592.947998046875,2036.9959716796875,6192.648681640625,5650.99755859375,6593.247314453125,6022.994384765625,6392.947998046875,5836.995971679688,-79.54154518050274,-2.2296047364581253,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,551.2490844726561,3.2702970504760738,857.70751953125,292.4736328125,0.6428868174552917,Flora Pluas RGB,6,3800,3800,7800,7800,704.4783020019531,147.87196493148804,4351.249084472656,3803.270297050476,4657.70751953125,4092.4736328125,4504.478302001953,3947.871964931488,-79.54163257314578,-2.2295017914478974,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1479.7069091796875,1744.86767578125,1832.68798828125,2143.2255859375,0.6410907506942749,Flora Pluas RGB,6,3800,3800,7800,7800,1656.1974487304688,1944.046630859375,5279.706909179688,5544.86767578125,5632.68798828125,5943.2255859375,5456.197448730469,5744.046630859375,-79.54158853047362,-2.229599671321688,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2016.3983154296875,2383.5673828125,2363.419677734375,2761.84423828125,0.6373550891876221,Flora Pluas RGB,6,3800,3800,7800,7800,2189.9089965820312,2572.705810546875,5816.398315429688,6183.5673828125,6163.419677734375,6561.84423828125,5989.908996582031,6372.705810546875,-79.54156383192388,-2.2296339291710674,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1417.4852294921875,1095.0609130859375,1704.29931640625,1390.5074462890625,0.636063277721405,Flora Pluas RGB,6,3800,3800,7800,7800,1560.8922729492188,1242.7841796875,5217.485229492188,4895.060913085938,5504.29931640625,5190.507446289063,5360.892272949219,5042.7841796875,-79.54159294090779,-2.229561457064736,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1248.847412109375,2669.47607421875,1582.22607421875,2993.572998046875,0.6354076862335205,Flora Pluas RGB,6,3800,3800,7800,7800,1415.5367431640625,2831.5245361328125,5048.847412109375,6469.47607421875,5382.22607421875,6793.572998046875,5215.536743164063,6631.5245361328125,-79.54159966752029,-2.22964803311356,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1336.7901611328125,3731.1513671875,1611.680419921875,3994.9794921875,0.6323493123054504,Flora Pluas RGB,6,3800,3800,7800,7800,1474.2352905273438,3863.0654296875,5136.790161132813,7531.1513671875,5411.680419921875,7794.9794921875,5274.235290527344,7663.0654296875,-79.54159695112978,-2.229704245404261,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,458.51165771484375,442.9010009765625,792.7765502929688,827.89892578125,0.6269183754920961,Flora Pluas RGB,6,3800,3800,7800,7800,625.6441040039062,635.3999633789062,4258.511657714844,4242.9010009765625,4592.776550292969,4627.89892578125,4425.644104003906,4435.399963378906,-79.54163622135306,-2.229528358562924,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,228.1810302734375,2145.606689453125,476.8850402832031,2418.759765625,0.6224983334541321,Flora Pluas RGB,6,3800,3800,7800,7800,352.5330352783203,2282.1832275390625,4028.1810302734375,5945.606689453125,4276.885040283203,6218.759765625,4152.53303527832,6082.183227539063,-79.541648860104,-2.2296180975738973,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,954.212890625,2721.7275390625,1277.8675537109375,3048.087158203125,0.6224172115325928,Flora Pluas RGB,6,3800,3800,7800,7800,1116.0402221679688,2884.9073486328125,4754.212890625,6521.7275390625,5077.867553710938,6848.087158203125,4916.040222167969,6684.9073486328125,-79.54161352730985,-2.2296509421307342,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2664.14892578125,3611.3291015625,2994.217529296875,3968.110107421875,0.6221495270729065,Flora Pluas RGB,6,3800,3800,7800,7800,2829.1832275390625,3789.719604492188,6464.14892578125,7411.3291015625,6794.217529296875,7768.110107421875,6629.183227539063,7589.7196044921875,-79.54153424825367,-2.2297002485323256,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2601.594482421875,844.0543212890625,2958.190185546875,1186.2581787109375,0.6217856407165527,Flora Pluas RGB,6,3800,3800,7800,7800,2779.892333984375,1015.15625,6401.594482421875,4644.054321289063,6758.190185546875,4986.258178710938,6579.892333984375,4815.15625,-79.54153652928655,-2.229549052818394,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3012.41357421875,2099.394287109375,3360.635986328125,2411.021240234375,0.6198360919952393,Flora Pluas RGB,6,3800,3800,7800,7800,3186.524780273437,2255.207763671875,6812.41357421875,5899.394287109375,7160.635986328125,6211.021240234375,6986.5247802734375,6055.207763671875,-79.5415177115717,-2.229616627586012,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,584.0618286132812,3313.002197265625,907.333740234375,3642.332763671875,0.6153437495231628,Flora Pluas RGB,6,3800,3800,7800,7800,745.6977844238281,3477.66748046875,4384.061828613281,7113.002197265625,4707.333740234375,7442.332763671875,4545.697784423828,7277.66748046875,-79.54163066563329,-2.229683243714757,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,791.3140869140625,1414.6116943359375,1151.1866455078125,1800.6923828125,0.6149719953536987,Flora Pluas RGB,6,3800,3800,7800,7800,971.2503662109376,1607.6520385742188,4591.314086914063,5214.611694335938,4951.186645507813,5600.6923828125,4771.250366210938,5407.652038574219,-79.54162022774472,-2.229581339997424,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3216.84375,3548.5400390625,3599.2607421875,3984.22509765625,0.6112399697303772,Flora Pluas RGB,6,3800,3800,7800,7800,3408.05224609375,3766.382568359375,7016.84375,7348.5400390625,7399.2607421875,7784.22509765625,7208.05224609375,7566.382568359375,-79.54150745995328,-2.229698976815162,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2344.740234375,2253.196533203125,2683.10693359375,2595.473388671875,0.5983397960662842,Flora Pluas RGB,6,3800,3800,7800,7800,2513.923583984375,2424.3349609375,6144.740234375,6053.196533203125,6483.10693359375,6395.473388671875,6313.923583984375,6224.3349609375,-79.54154883751265,-2.2296258439217267,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2335.0283203125,1122.0726318359375,2685.568115234375,1441.220947265625,0.597476601600647,Flora Pluas RGB,6,3800,3800,7800,7800,2510.298217773437,1281.6467895507812,6135.0283203125,4922.072631835938,6485.568115234375,5241.220947265625,6310.2982177734375,5081.646789550781,-79.5415490052836,-2.229563574825008,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1007.991943359375,3042.263671875,1313.0244140625,3348.680419921875,0.5964309573173523,Flora Pluas RGB,6,3800,3800,7800,7800,1160.5081787109375,3195.472045898437,4807.991943359375,6842.263671875,5113.0244140625,7148.680419921875,4960.508178710938,6995.4720458984375,-79.54161146946784,-2.2296678658931883,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3096.042236328125,3.3975744247436523,3413.5185546875,283.0824279785156,0.5957818627357483,Flora Pluas RGB,6,3800,3800,7800,7800,3254.7803955078125,143.2400012016296,6896.042236328125,3803.397574424744,7213.5185546875,4083.082427978516,7054.7803955078125,3943.2400012016296,-79.54151455290909,-2.2295015390359056,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2820.12939453125,497.5024719238281,3132.03955078125,831.5524291992188,0.5954805016517639,Flora Pluas RGB,6,3800,3800,7800,7800,2976.08447265625,664.5274505615233,6620.12939453125,4297.502471923828,6932.03955078125,4631.552429199219,6776.08447265625,4464.5274505615225,-79.54152745011012,-2.2295299458221267,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,693.0740356445312,223.27914428710935,953.2052001953124,479.43756103515625,0.5940382480621338,Flora Pluas RGB,6,3800,3800,7800,7800,823.1396179199219,351.3583526611328,4493.074035644531,4023.279144287109,4753.205200195313,4279.437561035156,4623.139617919922,4151.358352661133,-79.54162708186041,-2.229512880136724,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2914.62060546875,2411.21826171875,3272.1611328125,2774.51318359375,0.5938271284103394,Flora Pluas RGB,6,3800,3800,7800,7800,3093.390869140625,2592.86572265625,6714.62060546875,6211.21826171875,7072.1611328125,6574.51318359375,6893.390869140625,6392.86572265625,-79.5415220215263,-2.2296350277555708,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3106.9775390625,3172.749267578125,3533.61083984375,3537.05810546875,0.5912384986877441,Flora Pluas RGB,6,3800,3800,7800,7800,3320.294189453125,3354.903686523437,6906.9775390625,6972.749267578125,7333.61083984375,7337.05810546875,7120.294189453125,7154.9036865234375,-79.54151152112965,-2.2296765538839263,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2685.177978515625,2156.818115234375,3005.48583984375,2479.94384765625,0.5911980867385864,Flora Pluas RGB,6,3800,3800,7800,7800,2845.3319091796875,2318.3809814453125,6485.177978515625,5956.818115234375,6805.48583984375,6279.94384765625,6645.331909179688,6118.3809814453125,-79.54153350094171,-2.229620070116797,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,150.39404296875,1000.895751953125,440.0105590820313,1292.2296142578125,0.5841055512428284,Flora Pluas RGB,6,3800,3800,7800,7800,295.2023010253906,1146.5626831054688,3950.39404296875,4800.895751953125,4240.010559082031,5092.229614257813,4095.202301025391,4946.562683105469,-79.5416515131963,-2.229556213617024,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1859.015625,1678.283203125,2190.48388671875,2027.7218017578125,0.5830565094947815,Flora Pluas RGB,6,3800,3800,7800,7800,2024.749755859375,1853.0025024414065,5659.015625,5478.283203125,5990.48388671875,5827.7218017578125,5824.749755859375,5653.002502441406,-79.54157147499201,-2.2295947100069737,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,267.5830078125,1191.2607421875,643.779296875,1595.0457763671875,0.5812856554985046,Flora Pluas RGB,6,3800,3800,7800,7800,455.68115234375,1393.1532592773438,4067.5830078125,4991.2607421875,4443.779296875,5395.045776367188,4255.68115234375,5193.153259277344,-79.54164408672236,-2.2295696512046552,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1858.2591552734373,1112.694091796875,2259.484130859375,1544.0169677734375,0.5795389413833618,Flora Pluas RGB,6,3800,3800,7800,7800,2058.8716430664067,1328.3555297851562,5658.2591552734375,4912.694091796875,6059.484130859375,5344.016967773438,5858.871643066406,5128.355529785156,-79.54156989593469,-2.2295661201485144,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2705.7451171875,1491.6982421875,3097.629638671875,1885.595947265625,0.578266441822052,Flora Pluas RGB,6,3800,3800,7800,7800,2901.6873779296875,1688.6470947265625,6505.7451171875,5291.6982421875,6897.629638671875,5685.595947265625,6701.687377929688,5488.647094726562,-79.54153089298175,-2.2295857537028523,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1875.6533203125,2816.0146484375,2231.91357421875,3175.1357421875,0.5772666931152344,Flora Pluas RGB,6,3800,3800,7800,7800,2053.783447265625,2995.5751953125,5675.6533203125,6616.0146484375,6031.91357421875,6975.1357421875,5853.783447265625,6795.5751953125,-79.54157013140093,-2.2296569728108624,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,708.25146484375,1807.3116455078125,1027.7724609375,2139.296142578125,0.5717447400093079,Flora Pluas RGB,6,3800,3800,7800,7800,868.011962890625,1973.3038940429688,4508.25146484375,5607.3116455078125,4827.7724609375,5939.296142578125,4668.011962890625,5773.303894042969,-79.54162500530452,-2.2296012656528417,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1183.1875,1616.4647216796875,1503.29736328125,1958.8912353515625,0.5710898637771606,Flora Pluas RGB,6,3800,3800,7800,7800,1343.242431640625,1787.677978515625,4983.1875,5416.464721679688,5303.29736328125,5758.8912353515625,5143.242431640625,5587.677978515625,-79.54160301308151,-2.229591150243952,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3553.466552734375,616.7949829101562,3862.388671875,946.1090087890624,0.5688725709915161,Flora Pluas RGB,6,3800,3800,7800,7800,3707.927612304688,781.4519958496094,7353.466552734375,4416.794982910156,7662.388671875,4746.109008789063,7507.927612304687,4581.4519958496085,-79.54149358263194,-2.2295363174517653,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,577.5423583984375,2575.3310546875,900.6112060546875,2928.629638671875,0.5677227973937988,Flora Pluas RGB,6,3800,3800,7800,7800,739.0767822265625,2751.9803466796875,4377.5423583984375,6375.3310546875,4700.611206054688,6728.629638671875,4539.076782226562,6551.980346679688,-79.54163097203316,-2.22964369847096,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,9.665118217468262,3120.79443359375,344.9432983398437,3493.625244140625,0.566428542137146,Flora Pluas RGB,6,3800,3800,7800,7800,177.304208278656,3307.2098388671875,3809.665118217468,6920.79443359375,4144.943298339844,7293.625244140625,3977.304208278656,7107.209838867188,-79.54165696916202,-2.2296739548784523,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,536.9371948242189,3715.839599609375,853.9789428710938,4000.0,0.5642591118812561,Flora Pluas RGB,6,3800,3800,7800,7800,695.4580688476562,3857.919799804688,4336.937194824219,7515.839599609375,4653.978942871094,7800.0,4495.458068847656,7657.919799804687,-79.54163299057477,-2.229703965000794,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1686.847412109375,2340.39306640625,2024.0626220703125,2687.958984375,0.5641500949859619,Flora Pluas RGB,6,3800,3800,7800,7800,1855.455017089844,2514.176025390625,5486.847412109375,6140.39306640625,5824.0626220703125,6487.958984375,5655.455017089844,6314.176025390625,-79.54157930943843,-2.2296307396772543,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1902.926025390625,2044.0277099609373,2222.43212890625,2347.013916015625,0.5635232925415039,Flora Pluas RGB,6,3800,3800,7800,7800,2062.679077148437,2195.520812988281,5702.926025390625,5844.0277099609375,6022.43212890625,6147.013916015625,5862.6790771484375,5995.520812988281,-79.54156971973819,-2.22961337503418,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,475.3659362792969,3008.103271484375,774.6688232421875,3328.7529296875,0.5629888772964478,Flora Pluas RGB,6,3800,3800,7800,7800,625.0173797607423,3168.428100585937,4275.365936279297,6808.103271484375,4574.668823242188,7128.7529296875,4425.017379760742,6968.4281005859375,-79.54163625035595,-2.2296663921735083,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2985.8994140625,1134.635009765625,3304.386474609375,1482.2344970703125,0.5614302754402161,Flora Pluas RGB,6,3800,3800,7800,7800,3145.142944335937,1308.4347534179688,6785.8994140625,4934.635009765625,7104.386474609375,5282.234497070313,6945.1429443359375,5108.434753417969,-79.54151962659742,-2.2295650345953577,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2403.6650390625,3058.292724609375,2804.1923828125,3442.01220703125,0.5600544214248657,Flora Pluas RGB,6,3800,3800,7800,7800,2603.9287109375,3250.1524658203125,6203.6650390625,6858.292724609375,6604.1923828125,7242.01220703125,6403.9287109375,7050.1524658203125,-79.54154467234869,-2.2296708456215533,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3591.870361328125,3469.754638671875,3963.9013671875,3919.125,0.5478965044021606,Flora Pluas RGB,6,3800,3800,7800,7800,3777.885864257813,3694.4398193359375,7391.870361328125,7269.754638671875,7763.9013671875,7719.125,7577.885864257812,7494.4398193359375,-79.54149034517646,-2.229695056401781,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,720.79248046875,2971.427001953125,1030.4171142578125,3322.280517578125,0.5450164675712585,Flora Pluas RGB,6,3800,3800,7800,7800,875.6047973632811,3146.853759765625,4520.79248046875,6771.427001953125,4830.417114257813,7122.280517578125,4675.604797363281,6946.853759765625,-79.54162465393121,-2.2296652165118105,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3216.2890625,1420.8082275390625,3526.53857421875,1753.8380126953125,0.5445330739021301,Flora Pluas RGB,6,3800,3800,7800,7800,3371.413818359375,1587.3231201171875,7016.2890625,5220.808227539063,7326.53857421875,5553.8380126953125,7171.413818359375,5387.323120117188,-79.54150915546846,-2.22958023220317,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1122.958984375,2020.2630615234373,1480.762451171875,2345.900634765625,0.5434934496879578,Flora Pluas RGB,6,3800,3800,7800,7800,1301.8607177734375,2183.0818481445312,4922.958984375,5820.2630615234375,5280.762451171875,6145.900634765625,5101.860717773438,5983.081848144531,-79.54160492810158,-2.229612697191244,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1162.8031005859375,758.3863525390625,1488.264892578125,1091.5474853515625,0.5373063683509827,Flora Pluas RGB,6,3800,3800,7800,7800,1325.5339965820312,924.9669189453124,4962.803100585938,4558.386352539063,5288.264892578125,4891.547485351562,5125.533996582031,4724.966918945313,-79.54160383257411,-2.229544138084594,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2144.634765625,849.5072021484375,2460.930419921875,1182.9095458984375,0.5317859649658203,Flora Pluas RGB,6,3800,3800,7800,7800,2302.782592773437,1016.2083740234376,5944.634765625,4649.507202148438,6260.930419921875,4982.909545898438,6102.7825927734375,4816.208374023438,-79.54155860847658,-2.229549110152332,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,241.8517303466797,2436.6748046875,542.464111328125,2736.489501953125,0.5272325873374939,Flora Pluas RGB,6,3800,3800,7800,7800,392.1579208374024,2586.5821533203125,4041.85173034668,6236.6748046875,4342.464111328125,6536.489501953125,4192.157920837401,6386.5821533203125,-79.54164702638462,-2.229634685341781,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2889.984375,1852.4818115234373,3222.338623046875,2168.531005859375,0.5248379111289978,Flora Pluas RGB,6,3800,3800,7800,7800,3056.161499023437,2010.5064086914065,6689.984375,5652.4818115234375,7022.338623046875,5968.531005859375,6856.1614990234375,5810.506408691406,-79.5415237443885,-2.2296032929486875,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3602.260498046875,2330.740234375,3987.795166015625,2745.73779296875,0.5225251913070679,Flora Pluas RGB,6,3800,3800,7800,7800,3795.02783203125,2538.239013671875,7402.260498046875,6130.740234375,7787.795166015625,6545.73779296875,7595.02783203125,6338.239013671875,-79.54148955189824,-2.229632050954103,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1144.2783203125,389.27252197265625,1527.01416015625,785.3641967773438,0.5195698738098145,Flora Pluas RGB,6,3800,3800,7800,7800,1335.646240234375,587.318359375,4944.2783203125,4189.272521972656,5327.01416015625,4585.364196777344,5135.646240234375,4387.318359375,-79.54160336461018,-2.2295257384272427,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,182.9723663330078,3573.626708984375,437.44915771484375,3847.014404296875,0.5175777673721313,Flora Pluas RGB,6,3800,3800,7800,7800,310.21076202392584,3710.320556640625,3982.972366333008,7373.626708984375,4237.449157714844,7647.014404296875,4110.210762023926,7510.320556640625,-79.5416508186503,-2.2296959217990016,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2749.90966796875,2743.67333984375,3088.94140625,3110.871337890625,0.5174579024314879,Flora Pluas RGB,6,3800,3800,7800,7800,2919.425537109375,2927.2723388671875,6549.90966796875,6543.67333984375,6888.94140625,6910.871337890625,6719.425537109375,6727.272338867188,-79.54153007211363,-2.2296532507480284,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3506.45849609375,2015.41650390625,3827.28271484375,2345.31005859375,0.5169830322265625,Flora Pluas RGB,6,3800,3800,7800,7800,3666.87060546875,2180.36328125,7306.45849609375,5815.41650390625,7627.28271484375,6145.31005859375,7466.87060546875,5980.36328125,-79.54149548262555,-2.2296125490469745,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,1153.7818603515625,2369.870361328125,1478.3187255859375,2690.102294921875,0.5127453804016113,Flora Pluas RGB,6,3800,3800,7800,7800,1316.05029296875,2529.986328125,4953.781860351562,6169.870361328125,5278.318725585938,6490.102294921875,5116.05029296875,6329.986328125,-79.54160427145112,-2.229631601236248,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,2341.579833984375,1381.9752197265625,2700.2255859375,1737.4495849609375,0.5109381079673767,Flora Pluas RGB,6,3800,3800,7800,7800,2520.902709960937,1559.71240234375,6141.579833984375,5181.975219726562,6500.2255859375,5537.4495849609375,6320.9027099609375,5359.71240234375,-79.54154851453991,-2.2295787275980654,True
Flora Pluas RGB_6_3800_3800_7800_7800.png,3481.06005859375,5.826287269592285,3809.303955078125,278.58740234375,0.5096216201782227,Flora Pluas RGB,6,3800,3800,7800,7800,3645.1820068359375,142.20684480667109,7281.06005859375,3805.826287269592,7609.303955078125,4078.58740234375,7445.1820068359375,3942.206844806671,-79.541496486308,-2.2295014827355804,True
