,name,group,lat,lon,diameter,updated_diameter,height,year,plot_id,site,x,y,AGB,carbon,Xmin,Ymin,Xmax,Ymax,score,label
702,Cacao,cacao,-2.18140143,-79.57629551,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6303.028042798977,8652.06084765451,5.444228267440376,2.1232490243017463,6091,9743,6160,9807,0,TreeLabel.NOT_BANANA
703,Cacao,cacao,-2.18155939,-79.57609382,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8437.519423009038,10288.631211997299,5.444228267440376,2.1232490243017463,9433,11459,9682,11715,1,TreeLabel.BANANA
704,Variedad bifurcada,other,-2.18156125,-79.57617864,10.2671352603,10.2671352603,0.0,2016.0,P8,Nestor Macias RGB,7539.8667933925635,10307.902045613911,25.968792559699523,10.127829098282813,7421,12822,7533,12929,0,TreeLabel.NOT_BANANA
705,Cacao,cacao,-2.18147889,-79.57619611,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7354.981254102887,9454.597821712541,5.444228267440376,2.1232490243017463,7563,10914,7861,11184,1,TreeLabel.BANANA
706,Guaba,fruit,-2.1813956,-79.57631498,9.00814871403,9.00814871403,0.0,2016.0,P8,Nestor Macias RGB,6096.976442821942,8591.658181002864,25.71803865671181,10.030035076117604,5391,9740,5551,9909,0,TreeLabel.NOT_BANANA
707,Guaba,fruit,-2.18133153,-79.57635489,10.8225108225,10.8225108225,0.0,2016.0,P8,Nestor Macias RGB,5674.607703760107,7927.85048763878,41.74706960188347,16.281357144734553,4753,7844,5038,8096,1,TreeLabel.BANANA
708,Guaba,fruit,-2.18125262,-79.5764816,21.772345301799998,21.772345301799998,0.0,2016.0,P8,Nestor Macias RGB,4333.631935168252,7110.290551891614,264.2833258620465,103.07049708619816,2313,6755,2514,6988,0,TreeLabel.NOT_BANANA
709,Cacao,cacao,-2.18114371,-79.57644064,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,4767.112855981914,5981.910719145346,5.444228267440376,2.1232490243017463,2953,4399,3077,4540,0,TreeLabel.NOT_BANANA
710,Cacao,cacao,-2.18127472,-79.57625849,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6694.8118242585715,7339.2612093474645,5.444228267440376,2.1232490243017463,5988,7285,6058,7363,0,TreeLabel.NOT_BANANA
711,Cacao,cacao,-2.1814183,-79.57608902,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8488.317968418063,8826.845236397778,5.444228267440376,2.1232490243017463,9714,10468,9780,10540,1,TreeLabel.BANANA
712,Guaba,fruit,-2.18137293,-79.57610232,12.286732875,12.286732875,0.0,2016.0,P8,Nestor Macias RGB,8347.563665426158,8356.781945503062,58.359577528128646,22.76023523597017,8778,9067,8910,9165,0,TreeLabel.NOT_BANANA
713,Guaba,fruit,-2.18126563,-79.57624441,9.19913419913,9.19913419913,0.0,2016.0,P8,Nestor Macias RGB,6843.820890811768,7245.082780557796,27.18266042872305,10.601237567201988,6089,7259,6257,7410,0,TreeLabel.NOT_BANANA
714,Cacao,cacao,-2.18112739,-79.57637148,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5499.035231148802,5812.824695173415,5.444228267440376,2.1232490243017463,4269,3917,5069,4439,0,TreeLabel.NOT_BANANA
715,Cacao,cacao,-2.18126894,-79.57597853,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,9657.636985706236,7279.376575858942,5.444228267440376,2.1232490243017463,11340,7939,11454,8013,1,TreeLabel.BANANA
716,Guaba,fruit,-2.18122788,-79.57600296,5.411255411259999,5.411255411259999,0.0,2016.0,P8,Nestor Macias RGB,9399.093555633626,6853.9677434956075,6.6974087843349634,2.611989425890636,9909,6520,10163,6858,0,TreeLabel.NOT_BANANA
717,Guaba,fruit,-2.18110991,-79.57613593,7.321110262289999,7.321110262289999,0.0,2016.0,P8,Nestor Macias RGB,7991.868017176071,5631.7203018547825,14.875896294772039,5.801599554961097,8252,3990,8449,4142,0,TreeLabel.NOT_BANANA
718,Cacao,cacao,-2.18109175,-79.57621665,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7137.605811750608,5443.57065753885,5.444228267440376,2.1232490243017463,6810,3937,6963,4049,0,TreeLabel.NOT_BANANA
719,Cacao,cacao,-2.18095872,-79.57624035,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6886.787993755944,4065.291627599048,5.444228267440376,2.1232490243017463,5938,1220,6101,1493,0,TreeLabel.NOT_BANANA
720,Guaba,fruit,-2.18118016,-79.57588748,5.72956455309,5.72956455309,0.0,2016.0,P8,Nestor Macias RGB,10621.221894027694,6359.556893998564,7.78827124524284,3.037425785644708,12651,6097,12891,6335,1,TreeLabel.BANANA
721,Cacao,cacao,-2.18111994,-79.57590598,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,10425.435833609608,5735.637754084463,5.444228267440376,2.1232490243017463,12206,3837,12570,4161,1,TreeLabel.BANANA
722,Cacao,cacao,-2.18095313,-79.57605670000002,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8830.361507585716,4007.375520122105,5.444228267440376,2.1232490243017463,10292,1004,10544,1221,1,TreeLabel.BANANA
723,Guaba,fruit,-2.18097008,-79.57612795,14.5148968678,14.5148968678,0.0,2016.0,P8,Nestor Macias RGB,8076.320599001293,4182.988761928209,90.6126516539915,35.33893414505668,8136,954,8391,1165,0,TreeLabel.NOT_BANANA
724,Cacao,cacao,-2.18090561,-79.57623122,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6983.411060450077,3515.0368032729502,5.444228267440376,2.1232490243017463,5876,559,6113,951,0,TreeLabel.NOT_BANANA
725,Musacea,banana,-2.18112676,-79.5758903,22.599949070500003,22.599949070500003,0.0,2016.0,P8,Nestor Macias RGB,10591.377748682607,5806.297477339242,22.981064702632214,8.962615234026561,12390,4368,12725,4734,1,TreeLabel.BANANA
726,Mango,fruit,-2.18116398,-79.57583692,4.9337916985,4.9337916985,0.0,2016.0,P8,Nestor Macias RGB,11156.299905809805,6191.921362884299,5.248042436523233,2.046736550244061,13427,4821,13609,4968,0,TreeLabel.NOT_BANANA
727,Musacea,banana,-2.18092296,-79.57613297,14.3239113827,14.3239113827,0.0,2016.0,P8,Nestor Macias RGB,8023.193786885075,3694.794310374829,8.700265723852526,3.393103632302485,8293,581,8544,874,1,TreeLabel.BANANA
728,Musacea,banana,-2.18105197,-79.57606597,12.2549019608,12.2549019608,0.0,2016.0,P8,Nestor Macias RGB,8732.256816678058,5031.423474111876,6.240526282183784,2.433805250051676,9408,2571,9725,2836,1,TreeLabel.BANANA
729,Musacea,banana,-2.18125426,-79.57589329,7.321110262289999,7.321110262289999,0.0,2016.0,P8,Nestor Macias RGB,10559.734488113676,7127.282039592329,2.0829083137972053,0.8123342423809101,13064,8070,13339,8342,1,TreeLabel.BANANA
730,Caoba,timber,-2.18110911,-79.57601909,9.61293608352,9.61293608352,0.0,2016.0,P8,Nestor Macias RGB,9228.389276909731,5623.431771267833,22.87241392745821,8.920241431708703,10567,3293,10690,3451,0,TreeLabel.NOT_BANANA
731,Roble,timber,-2.18093395,-79.57622502,15.5016552075,15.5016552075,0.0,2016.0,P8,Nestor Macias RGB,7049.025848295136,3808.657999307929,91.3864687953118,35.6407228301716,6213,1128,6355,1261,0,TreeLabel.NOT_BANANA
732,Musacea,banana,-2.18111149,-79.57606746,10.504201680700001,10.504201680700001,0.0,2016.0,P8,Nestor Macias RGB,8716.488101511848,5648.090149765273,4.493911905548441,1.7526256431638922,9354,4003,9661,4186,1,TreeLabel.BANANA
733,Musacea,banana,-2.18135708,-79.57607238,7.70308123249,7.70308123249,0.0,2016.0,P8,Nestor Macias RGB,8664.419592512713,8192.565433253441,2.3212215414426143,0.9052764011626196,9713,9324,9780,9391,1,TreeLabel.BANANA
734,Musacea,banana,-2.18121336,-79.57619125,10.1222307105,10.1222307105,0.0,2016.0,P8,Nestor Macias RGB,7406.4147813821655,6703.530913350067,4.152977979037823,1.619661411824751,7197,6586,7479,6866,1,TreeLabel.BANANA
735,Musacea,banana,-2.1810777999999997,-79.57630351,10.949834479200002,10.949834479200002,0.0,2016.0,P8,Nestor Macias RGB,6218.363800350338,5299.039405432658,4.90974962227285,1.9148023526864115,5415,3045,5640,3324,1,TreeLabel.BANANA
736,Musacea,banana,-2.18113159,-79.57633505,14.8013750955,14.8013750955,0.0,2016.0,P8,Nestor Macias RGB,5884.5750248943705,5856.3394807560535,9.329634979526624,3.638557642015383,5000,4222,5218,4396,1,TreeLabel.BANANA
737,Musacea,banana,-2.18130124,-79.57611587,10.8225108225,10.8225108225,0.0,2016.0,P8,Nestor Macias RGB,8204.163605017526,7614.025998297248,4.788946176874639,1.8676890089811093,8481,8206,8779,8547,1,TreeLabel.BANANA
738,Musacea,banana,-2.18133166,-79.57622122,13.84644767,13.84644767,0.0,2016.0,P8,Nestor Macias RGB,7089.241363435679,7929.1973738601355,8.094163635231379,3.1567238177402364,7194,8139,7479,8496,1,TreeLabel.BANANA
739,Roble,timber,-2.18116282,-79.57633895,9.42195059842,9.42195059842,0.0,2016.0,P8,Nestor Macias RGB,5843.301206787135,6179.902993532992,21.509576619490556,8.388734881601318,4527,4377,5007,5144,0,TreeLabel.NOT_BANANA
740,Musacea,banana,-2.18113076,-79.57646612,9.0718105424,9.0718105424,0.0,2016.0,P8,Nestor Macias RGB,4497.457244007085,5847.740130269389,3.2885875972568686,1.2825491629301788,2220,4537,2659,4892,1,TreeLabel.BANANA
741,Musacea,banana,-2.18132287,-79.57626806,10.6633562516,10.6633562516,0.0,2016.0,P8,Nestor Macias RGB,6593.532224300448,7838.127144035397,4.640185062822699,1.8096721745008528,6062,7982,6422,8303,1,TreeLabel.BANANA
742,Musacea,banana,-2.18142827,-79.57617286,9.42195059842,9.42195059842,0.0,2016.0,P8,Nestor Macias RGB,7601.036708446656,8930.141048837233,3.564849562764095,1.390291329477997,8115,9944,8409,10145,1,TreeLabel.BANANA
743,Musacea,banana,-2.18154142,-79.57623607,9.10364145658,9.10364145658,0.0,2016.0,P8,Nestor Macias RGB,6932.083363557706,10102.45009369295,3.313214194396975,1.2921535358148202,6388,11851,6646,12108,1,TreeLabel.BANANA
744,Musacea,banana,-2.18137947,-79.57639017,7.1619556913699975,7.1619556913699975,0.0,2016.0,P8,Nestor Macias RGB,5301.238395033844,8424.540683047118,1.9876441109641465,0.7751812032760171,4206,8769,4521,9147,1,TreeLabel.BANANA
745,Musacea,banana,-2.18145209,-79.57642381,9.23096511332,9.23096511332,0.0,2016.0,P8,Nestor Macias RGB,4945.225255923829,9176.932047056636,3.4126959592953376,1.3309514241251816,3309,10463,3618,10679,1,TreeLabel.BANANA
746,Cacao,cacao,-2.18136423,-79.57656941,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,3404.336044832453,8266.644175368261,5.444228267440376,2.1232490243017463,793,8690,1121,9093,1,TreeLabel.BANANA
747,Cacao,cacao,-2.18147914,-79.57643945,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,4779.70666209766,9457.187987518952,5.444228267440376,2.1232490243017463,2927,10494,3435,10866,1,TreeLabel.BANANA
748,Guaba,fruit,-2.18144605,-79.57642955,9.23096511332,9.23096511332,0.0,2016.0,P8,Nestor Macias RGB,4884.478661966176,9114.353641125395,27.431677694471702,10.698354300843963,3440,9986,3730,10261,0,TreeLabel.NOT_BANANA
749,Cacao,cacao,-2.18144579,-79.57620983,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7209.782078470406,9111.659868687284,5.444228267440376,2.1232490243017463,7437,10065,7591,10257,0,TreeLabel.NOT_BANANA
750,Cacao,cacao,-2.18131727,-79.57636134,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5606.347158347929,7780.107429931351,5.444228267440376,2.1232490243017463,4735,7601,5021,7817,0,TreeLabel.NOT_BANANA
751,Cacao,cacao,-2.18119865,-79.57662668,5.4763975471399995,5.4763975471399995,2.0,2016.0,P8,Nestor Macias RGB,2798.245899834534,6551.125557183742,3.5017647728141967,1.3656882613975367,866,5472,1204,5756,1,TreeLabel.BANANA
752,Cacao,cacao,-2.18118905,-79.57641097,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5081.111364877934,6451.663190144947,5.444228267440376,2.1232490243017463,3732,5241,4047,5541,1,TreeLabel.BANANA
753,Cacao,cacao,-2.18138182,-79.57625881,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6691.4252545846875,8448.888241644845,5.444228267440376,2.1232490243017463,6585,9274,6786,9464,0,TreeLabel.NOT_BANANA
754,Cacao,cacao,-2.18146517,-79.5760425,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8980.64053772902,9312.449522149349,5.444228267440376,2.1232490243017463,10232,11052,10315,11160,1,TreeLabel.BANANA
755,Cacao,cacao,-2.18128121,-79.57618052,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7519.970696445709,7406.501913733,5.444228267440376,2.1232490243017463,7635,6848,7872,7019,0,TreeLabel.NOT_BANANA
756,Cacao,cacao,-2.18107228,-79.57637215,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5491.94460094111,5241.8485443822465,5.444228267440376,2.1232490243017463,3859,3080,4233,3494,1,TreeLabel.BANANA
757,Cacao,cacao,-2.18136491,-79.57606568,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8735.325895492013,8273.68942637016,5.444228267440376,2.1232490243017463,9905,9413,9984,9479,1,TreeLabel.BANANA
758,Cacao,cacao,-2.18131442,-79.57605746,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8822.31840449745,7750.579539716206,5.444228267440376,2.1232490243017463,9764,9034,9832,9110,1,TreeLabel.BANANA
759,Cacao,cacao,-2.18119938,-79.57607682,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8617.430938024405,6558.688841344159,5.444228267440376,2.1232490243017463,8998,6097,9324,6244,0,TreeLabel.NOT_BANANA
760,Guaba,fruit,-2.18112637,-79.57617529,8.91265597148,8.91265597148,0.0,2016.0,P8,Nestor Macias RGB,7575.319944882214,5802.25681867517,25.004539328747835,9.751770338211657,7236,3951,7749,4429,0,TreeLabel.NOT_BANANA
761,Cacao,cacao,-2.18102858,-79.57630702,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6181.217364023748,4789.08756108336,5.444228267440376,2.1232490243017463,5304,1933,5526,2160,0,TreeLabel.NOT_BANANA
762,Cacao,cacao,-2.18126822,-79.57590263,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,10460.888985099256,7271.916898334828,5.444228267440376,2.1232490243017463,12596,8377,12938,8685,1,TreeLabel.BANANA
763,Guaba,fruit,-2.18119999,-79.57591819,8.14871403107,8.14871403107,0.0,2016.0,P8,Nestor Macias RGB,10296.217033766754,6565.008845919528,19.736728338323843,7.697324051946299,12384,6545,12647,6902,1,TreeLabel.BANANA
764,Cacao,cacao,-2.18111707,-79.57598466,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,9592.76300996794,5705.902650605911,5.444228267440376,2.1232490243017463,10936,3528,11207,3861,1,TreeLabel.BANANA
765,Cacao,cacao,-2.18105844,-79.5760963,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8411.273507810858,5098.456965234002,5.444228267440376,2.1232490243017463,9061,2804,9299,3133,1,TreeLabel.BANANA
766,Cacao,cacao,-2.18096936,-79.57620081,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7305.241011660551,4175.529084404095,5.444228267440376,2.1232490243017463,6400,1406,6468,1517,0,TreeLabel.NOT_BANANA
767,Cacao,cacao,-2.18110227,-79.57588945,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,10600.37332435066,5552.5648347496435,5.444228267440376,2.1232490243017463,12511,3355,12676,3489,1,TreeLabel.BANANA
768,Sapote,fruit,-2.18115135,-79.57581233,7.63941940413,7.63941940413,0.0,2016.0,P8,Nestor Macias RGB,11416.536620719353,6061.066186245883,16.64482881980924,6.491483239725604,13869,4322,14205,4581,1,TreeLabel.BANANA
769,Musacea,banana,-2.18097611,-79.57611598,11.2044817927,11.2044817927,0.0,2016.0,P8,Nestor Macias RGB,8202.999471663928,4245.4635612277425,5.156152288970498,2.0108993926984944,9090,1629,9160,1708,1,TreeLabel.BANANA
770,Musacea,banana,-2.1809206000000003,-79.5761757,8.2760376878,8.2760376878,0.0,2016.0,P8,Nestor Macias RGB,7570.980902478152,3670.3431451407973,2.7044757640452213,1.0547455479776364,7420,685,7535,873,1,TreeLabel.BANANA
771,Musacea,banana,-2.18119287,-79.57585629,9.54927425516,9.54927425516,0.0,2016.0,P8,Nestor Macias RGB,10951.306608949852,6491.240923695216,3.6682433193737203,1.4306148945557509,13164,6503,13541,6873,1,TreeLabel.BANANA
772,Musacea,banana,-2.18101899,-79.57616472,15.2788388083,15.2788388083,0.0,2016.0,P8,Nestor Macias RGB,7687.182575108821,4689.728800676272,9.982370809772029,3.8931246158110917,7334,2400,7518,2525,1,TreeLabel.BANANA
773,Musacea,banana,-2.18103504,-79.57609944,8.59434682964,8.59434682964,0.0,2016.0,P8,Nestor Macias RGB,8378.042792791888,4856.017445569181,2.930857345313005,1.143034364672072,8969,2361,9153,2598,1,TreeLabel.BANANA
774,Musacea,banana,-2.18119905,-79.57608833,14.3239113827,14.3239113827,0.0,2016.0,P8,Nestor Macias RGB,8495.620259249174,6555.269822479517,8.700265723852526,3.393103632302485,8830,5973,9097,6178,1,TreeLabel.BANANA
775,Musacea,banana,-2.18129965,-79.57595069,17.825311943,17.825311943,0.0,2016.0,P8,Nestor Macias RGB,9952.268549138744,7597.552543759654,13.862142540006113,5.4062355906023845,11957,8778,12061,8874,1,TreeLabel.BANANA
776,Musacea,banana,-2.18112413,-79.57615413,7.957728545960001,7.957728545960001,0.0,2016.0,P8,Nestor Macias RGB,7799.256865808447,5779.048933035394,2.4877233424466945,0.9702121035542108,7871,4215,8192,4514,1,TreeLabel.BANANA
777,Musacea,banana,-2.18103722,-79.57625833,15.9154570919,15.9154570919,0.0,2016.0,P8,Nestor Macias RGB,6696.505109095513,4878.6036914187325,10.889199936445776,4.246787975213853,6063,2459,6275,2676,1,TreeLabel.BANANA
778,Musacea,banana,-2.1812322999999996,-79.57623411,12.0957473899,12.0957473899,0.0,2016.0,P8,Nestor Macias RGB,6952.826102847835,6899.761874989538,6.069164704757945,2.3669742348555993,6747,6674,7046,6949,1,TreeLabel.BANANA
779,Musacea,banana,-2.1814442,-79.57613832,17.5070028011,17.5070028011,0.0,2016.0,P8,Nestor Macias RGB,7966.574574858462,9095.18641414509,13.340201555786402,5.202678606756697,8553,10135,8874,10396,1,TreeLabel.BANANA
780,Musacea,banana,-2.18136782,-79.57616024,10.8225108225,10.8225108225,0.0,2016.0,P8,Nestor Macias RGB,7734.594550843963,8303.83895638013,4.788946176874639,1.8676890089811093,8115,9341,8469,9570,1,TreeLabel.BANANA
781,Musacea,banana,-2.18124826,-79.57637625,14.3239113827,14.3239113827,0.0,2016.0,P8,Nestor Macias RGB,5448.554176750098,7065.118060192509,8.700265723852526,3.393103632302485,4231,6351,4424,6538,1,TreeLabel.BANANA
782,Musacea,banana,-2.18125853,-79.57636822,17.5070028011,17.5070028011,0.0,2016.0,P8,Nestor Macias RGB,5533.5359099082725,7171.5220716014965,13.340201555786402,5.202678606756697,4403,6599,4684,6900,1,TreeLabel.BANANA
783,Musacea,banana,-2.18145925,-79.57613902,10.504201680700001,10.504201680700001,0.0,2016.0,P8,Nestor Macias RGB,7959.166453640447,9251.114395807763,4.493911905548441,1.7526256431638922,8497,10396,8768,10748,1,TreeLabel.BANANA
784,Musacea,banana,-2.18141082,-79.57636129,13.687293099100001,13.687293099100001,0.0,2016.0,P8,Nestor Macias RGB,5606.876309981668,8749.347475413711,7.897282487679796,3.0799401701951203,4340,10089,4533,10236,1,TreeLabel.BANANA
785,Roble,timber,-2.18127402,-79.57638490000002,7.957728545960001,7.957728545960001,0.0,2016.0,P8,Nestor Macias RGB,5357.010964717183,7332.008745086759,12.854614877856125,5.013299802363892,4187,6876,4439,7062,0,TreeLabel.NOT_BANANA
786,Musacea,banana,-2.18136083,-79.57644982,14.6422205246,14.6422205246,0.0,2016.0,P8,Nestor Macias RGB,4669.9606379548295,8231.417920377176,9.11725379239417,3.5557289790337263,2017,8378,2459,8809,1,TreeLabel.BANANA
787,Guaba,fruit,-2.18130292,-79.57645722,5.252100840340001,5.252100840340001,0.0,2016.0,P8,Nestor Macias RGB,4591.646213757515,7631.431912529383,6.1898377843344425,2.4140367358904333,2637,8518,2777,8650,0,TreeLabel.NOT_BANANA
788,Guaba,fruit,-2.181412,-79.57631053,20.5309396486,20.5309396486,0.0,2016.0,P8,Nestor Macias RGB,6144.070927697158,8761.573058028425,226.33895249490416,88.27219147301264,5650,9675,5986,9942,1,TreeLabel.BANANA
789,Cacao,cacao,-2.18158137,-79.57612624,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8094.417580874695,10516.358589868101,5.444228267440376,2.1232490243017463,8646,12078,8853,12333,1,TreeLabel.BANANA
790,Cacao,cacao,-2.18155035,-79.57618141,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7510.551799380431,10194.970816370753,5.444228267440376,2.1232490243017463,7217,12051,7515,12292,1,TreeLabel.BANANA
791,Cacao,cacao,-2.18148331,-79.57621608,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7143.638139142005,9500.391953201872,5.444228267440376,2.1232490243017463,6936,11285,7145,11497,1,TreeLabel.BANANA
792,Cacao,cacao,-2.18140037,-79.5763767,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5443.791813099203,8641.078544624846,5.444228267440376,2.1232490243017463,4153,9561,4360,9789,0,TreeLabel.NOT_BANANA
793,Cacao,cacao,-2.18132273,-79.57641499,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5038.567583030197,7836.676651186936,5.444228267440376,2.1232490243017463,2854,8186,3125,8449,0,TreeLabel.NOT_BANANA
794,Cacao,cacao,-2.18123535,-79.57648076,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,4342.521680599793,6931.361897852571,5.444228267440376,2.1232490243017463,2282,6219,2583,6567,0,TreeLabel.NOT_BANANA
795,Guaba,fruit,-2.18115535,-79.57639337,8.59434682964,8.59434682964,0.0,2016.0,P8,Nestor Macias RGB,5267.372697994231,6102.5088391806285,22.71548387355968,8.859038710688274,3451,4735,3799,5011,0,TreeLabel.NOT_BANANA
796,Cacao,cacao,-2.18128311,-79.57620542,6.75970514858,6.75970514858,2.1,2016.0,P8,Nestor Macias RGB,7256.453242098789,7426.187173876429,5.312805110347214,2.071993993035413,7172,7002,7408,7127,0,TreeLabel.NOT_BANANA
797,Cacao,cacao,-2.18141296,-79.57612064,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8153.682550468427,8771.519294731845,5.444228267440376,2.1232490243017463,8679,9808,8781,9899,1,TreeLabel.BANANA
798,Cacao,cacao,-2.18133985,-79.57614775,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7866.776599113863,8014.051205741213,5.444228267440376,2.1232490243017463,8040,8215,8311,8692,0,TreeLabel.NOT_BANANA
799,Cacao,cacao,-2.18127682,-79.57626088,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,6669.51838179057,7361.018602138782,5.444228267440376,2.1232490243017463,5927,7565,6226,7828,0,TreeLabel.NOT_BANANA
800,Cacao,cacao,-2.18110693,-79.57637466,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,5465.381194883,5600.845525418281,5.444228267440376,2.1232490243017463,3989,3633,4259,3976,1,TreeLabel.BANANA
801,Guaba,fruit,-2.1812442,-79.57592626,13.1461675579,13.1461675579,0.0,2016.0,P8,Nestor Macias RGB,10210.811979211352,7023.053767467535,69.76374586227755,27.20786088628825,11820,7584,12105,7870,1,TreeLabel.BANANA
802,Cacao,cacao,-2.18119221,-79.57609313,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8444.821713840149,6484.402885961328,5.444228267440376,2.1232490243017463,8686,5627,8931,5910,1,TreeLabel.BANANA
803,Cacao,cacao,-2.18114665,-79.57616937,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7637.971484149829,6012.3710690504295,5.444228267440376,2.1232490243017463,7551,4978,7729,5220,0,TreeLabel.NOT_BANANA
804,Guaba,fruit,-2.18104336,-79.57619865,8.97631779985,8.97631779985,0.0,2016.0,P8,Nestor Macias RGB,7328.10035718485,4942.218163671615,25.47881943046228,9.936739577880287,6312,2446,6592,2651,1,TreeLabel.BANANA
805,Cacao,cacao,-2.18096775,-79.57627196,6.438663029909999,6.438663029909999,2.1,2016.0,P8,Nestor Macias RGB,6552.258406193213,4158.848416598492,4.824834420720368,1.8816854240809435,5450,1000,5661,1192,0,TreeLabel.NOT_BANANA
806,Cacao,cacao,-2.18116759,-79.57587509999998,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,10752.239809094392,6229.323357154975,5.444228267440376,2.1232490243017463,13175,5563,13487,5837,1,TreeLabel.BANANA
807,Cacao,cacao,-2.18110796,-79.57592113,7.697159985060001,7.697159985060001,2.2,2016.0,P8,Nestor Macias RGB,10265.102924681169,5611.517008548231,6.8707057718381375,2.6795752510168738,11894,3859,12299,4157,1,TreeLabel.BANANA
808,Cacao,cacao,-2.1809726,-79.57605162,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,8884.12330142179,4209.0976332787095,5.444228267440376,2.1232490243017463,10281,1426,10514,1557,0,TreeLabel.NOT_BANANA
809,Cacao,cacao,-2.18097677,-79.57615846,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7753.432344673733,4252.301598961631,5.444228267440376,2.1232490243017463,7331,1626,7516,1819,0,TreeLabel.NOT_BANANA
810,Cacao,cacao,-2.18091076,-79.57622763,0.0,6.843646549530001,0.0,2016.0,P8,Nestor Macias RGB,7021.404139119942,3568.3942189273,5.444228267440376,2.1232490243017463,6675,897,6808,1025,0,TreeLabel.NOT_BANANA
811,Musacea,banana,-2.18114003,-79.57587622,20.6900942195,20.6900942195,0.0,2016.0,P8,Nestor Macias RGB,10740.386815235805,5943.783478443537,19.041243742444447,7.426085059553336,12830,4551,13085,4854,1,TreeLabel.BANANA
812,Musacea,banana,-2.1811622,-79.57585143,8.848994143110001,8.848994143110001,0.0,2016.0,P8,Nestor Macias RGB,11002.740136229131,6173.479382330523,3.1189274885147635,1.216381720520758,13307,5182,13611,5537,1,TreeLabel.BANANA
813,Musacea,banana,-2.18088541,-79.57621634,13.5281385281,13.5281385281,0.0,2016.0,P8,Nestor Macias RGB,7140.8865511879785,3305.751405960528,7.702971370427661,3.004158834466788,6213,704,6313,812,1,TreeLabel.BANANA
814,Musacea,banana,-2.1810586,-79.57605659,13.368983957200001,13.368983957200001,0.0,2016.0,P8,Nestor Macias RGB,8831.525640939311,5100.114671350472,7.511226378917903,2.9293782877779817,9707,2689,9963,2958,1,TreeLabel.BANANA
815,Musacea,banana,-2.18111306,-79.57601384,7.798573975039999,7.798573975039999,0.0,2016.0,P8,Nestor Macias RGB,9283.95018596965,5664.356391039458,2.38294282590348,0.929347702102357,10527,3857,10693,4109,1,TreeLabel.BANANA
